family,wnid,pred_wnid,in_group,n,true_name,pred_name,n_total_wrong,pct_of_class_errors
CNN,n03777754,n03018349,False,2,modem,china_cabinet,1809,0.1
CNN,n01698640,n02483708,False,2,American_alligator,siamang,1638,0.1
CNN,n01698640,n02488291,False,2,American_alligator,langur,1638,0.1
CNN,n01698640,n02489166,False,2,American_alligator,proboscis_monkey,1638,0.1
ViT,n10148035,n03733281,False,2,groom,maze,1049,0.2
ViT,n10148035,n03866082,False,2,groom,overskirt,1049,0.2
ViT,n04179913,n03891332,True,2,sewing_machine,parking_meter,987,0.2
CNN,n02769748,n02776631,False,2,backpack,bakery,2053,0.1
CNN,n02769748,n03187595,False,2,backpack,dial_telephone,2053,0.1
CNN,n02769748,n02841315,False,2,backpack,binoculars,2053,0.1
CNN,n02769748,n02791270,False,2,backpack,barbershop,2053,0.1
CNN,n02769748,n02793495,False,2,backpack,barn,2053,0.1
CNN,n02769748,n02799071,False,2,backpack,baseball,2053,0.1
CNN,n02769748,n02804414,False,2,backpack,bassinet,2053,0.1
CNN,n03777754,n03337140,False,2,modem,file,1809,0.1
CNN,n03777754,n03344393,False,2,modem,fireboat,1809,0.1
CNN,n03777754,n03417042,False,2,modem,garbage_truck,1809,0.1
ViT,n04179913,n03937543,False,2,sewing_machine,pill_bottle,987,0.2
CNN,n03777754,n03529860,False,2,modem,home_theater,1809,0.1
ViT,n04179913,n03692522,True,2,sewing_machine,loupe,987,0.2
ViT,n04179913,n03697007,False,2,sewing_machine,lumbermill,987,0.2
CNN,n03777754,n03944341,True,2,modem,pinwheel,1809,0.1
ViT,n03014705,n03793489,False,2,chest,mouse,1123,0.2
ViT,n03014705,n03483316,False,2,chest,hand_blower,1123,0.2
CNN,n03770439,n09835506,False,2,miniskirt,ballplayer,1858,0.1
CNN,n03777754,n01795545,False,2,modem,black_grouse,1809,0.1
CNN,n03777754,n01518878,False,2,modem,ostrich,1809,0.1
ViT,n04179913,n04428191,True,2,sewing_machine,thresher,987,0.2
ViT,n04179913,n04429376,False,2,sewing_machine,throne,987,0.2
ViT,n04179913,n04347754,False,2,sewing_machine,submarine,987,0.2
CNN,n03777754,n02808440,False,2,modem,bathtub,1809,0.1
CNN,n03777754,n02892767,False,2,modem,brassiere,1809,0.1
CNN,n03777754,n02894605,False,2,modem,breakwater,1809,0.1
ViT,n03014705,n03721384,False,2,chest,marimba,1123,0.2
ViT,n03014705,n03598930,False,2,chest,jigsaw_puzzle,1123,0.2
ViT,n03014705,n03814906,False,2,chest,necklace,1123,0.2
ViT,n03014705,n03761084,False,2,chest,microwave,1123,0.2
ViT,n01698640,n01704323,True,2,American_alligator,triceratops,1095,0.2
CNN,n03777754,n02497673,False,2,modem,Madagascar_cat,1809,0.1
CNN,n03777754,n02231487,False,2,modem,walking_stick,1809,0.1
CNN,n03777754,n03197337,True,2,modem,digital_watch,1809,0.1
CNN,n03777754,n03207743,False,2,modem,dishrag,1809,0.1
CNN,n03777754,n03290653,False,2,modem,entertainment_center,1809,0.1
CNN,n03777754,n03126707,True,2,modem,crane,1809,0.1
CNN,n03777754,n03127747,False,2,modem,crash_helmet,1809,0.1
CNN,n03777754,n02799071,False,2,modem,baseball,1809,0.1
ViT,n04179913,n03908618,False,2,sewing_machine,pencil_box,987,0.2
ViT,n04557648,n03494278,False,2,water_bottle,harmonica,1196,0.2
CNN,n03777754,n02321529,False,2,modem,sea_cucumber,1809,0.1
CNN,n03777754,n02328150,False,2,modem,Angora,1809,0.1
CNN,n03777754,n02066245,False,2,modem,grey_whale,1809,0.1
CNN,n03777754,n02111889,False,2,modem,Samoyed,1809,0.1
CNN,n03777754,n02730930,False,2,modem,apron,1809,0.1
CNN,n03777754,n02776631,False,2,modem,bakery,1809,0.1
ViT,n01698640,n02328150,False,2,American_alligator,Angora,1095,0.2
ViT,n01698640,n02033041,False,2,American_alligator,dowitcher,1095,0.2
ViT,n01698640,n02074367,False,2,American_alligator,dugong,1095,0.2
ViT,n01698640,n02077923,False,2,American_alligator,sea_lion,1095,0.2
CNN,n02769748,n02834397,False,2,backpack,bib,2053,0.1
CNN,n02769748,n02909870,True,2,backpack,bucket,2053,0.1
CNN,n02769748,n02948072,False,2,backpack,candle,2053,0.1
ViT,n04557648,n02963159,False,2,water_bottle,cardigan,1196,0.2
ViT,n01698640,n01819313,False,2,American_alligator,sulphur-crested_cockatoo,1095,0.2
ViT,n01698640,n01824575,False,2,American_alligator,coucal,1095,0.2
ViT,n01698640,n01943899,False,2,American_alligator,conch,1095,0.2
ViT,n01698640,n01872401,False,2,American_alligator,echidna,1095,0.2
ViT,n01698640,n01980166,False,2,American_alligator,fiddler_crab,1095,0.2
ViT,n01698640,n01984695,False,2,American_alligator,spiny_lobster,1095,0.2
ViT,n01698640,n01985128,False,2,American_alligator,crayfish,1095,0.2
ViT,n01698640,n01990800,False,2,American_alligator,isopod,1095,0.2
ViT,n04179913,n04536866,False,2,sewing_machine,violin,987,0.2
CNN,n03770439,n04536866,False,2,miniskirt,violin,1858,0.1
CNN,n03770439,n04550184,False,2,miniskirt,wardrobe,1858,0.1
CNN,n03770439,n07754684,False,2,miniskirt,jackfruit,1858,0.1
CNN,n03777754,n02708093,True,2,modem,analog_clock,1809,0.1
CNN,n03777754,n01616318,False,2,modem,vulture,1809,0.1
CNN,n03777754,n01770081,False,2,modem,harvestman,1809,0.1
ViT,n01698640,n01807496,False,2,American_alligator,partridge,1095,0.2
ViT,n04179913,n04380533,False,2,sewing_machine,table_lamp,987,0.2
ViT,n04179913,n04264628,False,2,sewing_machine,space_bar,987,0.2
ViT,n04179913,n04154565,False,2,sewing_machine,screwdriver,987,0.2
ViT,n04179913,n04270147,False,2,sewing_machine,spatula,987,0.2
CNN,n03777754,n02233338,False,2,modem,cockroach,1809,0.1
ViT,n04179913,n04482393,False,2,sewing_machine,tricycle,987,0.2
CNN,n03770439,n04476259,False,2,miniskirt,tray,1858,0.1
ViT,n04179913,n04522168,False,2,sewing_machine,vase,987,0.2
ViT,n04200800,n02104365,False,2,shoe_shop,schipperke,1096,0.2
CNN,n03770439,n04074963,False,2,miniskirt,remote_control,1858,0.1
CNN,n03770439,n04090263,False,2,miniskirt,rifle,1858,0.1
ViT,n04179913,n07892512,False,2,sewing_machine,red_wine,987,0.2
ViT,n04179913,n04589890,False,2,sewing_machine,window_screen,987,0.2
ViT,n04200800,n01498041,False,2,shoe_shop,stingray,1096,0.2
ViT,n04200800,n01558993,False,2,shoe_shop,robin,1096,0.2
CNN,n03770439,n04270147,False,2,miniskirt,spatula,1858,0.1
ViT,n03014705,n03160309,False,2,chest,dam,1123,0.2
ViT,n03014705,n03018349,False,2,chest,china_cabinet,1123,0.2
ViT,n03014705,n03197337,False,2,chest,digital_watch,1123,0.2
ViT,n03014705,n03218198,False,2,chest,dogsled,1123,0.2
ViT,n03014705,n03109150,False,2,chest,corkscrew,1123,0.2
ViT,n01698640,n02114367,False,2,American_alligator,timber_wolf,1095,0.2
ViT,n01698640,n02120505,False,2,American_alligator,grey_fox,1095,0.2
CNN,n03770439,n03942813,False,2,miniskirt,ping-pong_ball,1858,0.1
CNN,n03770439,n04239074,False,2,miniskirt,sliding_door,1858,0.1
ViT,n01698640,n02009912,False,2,American_alligator,American_egret,1095,0.2
ViT,n01698640,n02092339,False,2,American_alligator,Weimaraner,1095,0.2
ViT,n01698640,n02093647,False,2,American_alligator,Bedlington_terrier,1095,0.2
ViT,n01698640,n02095889,False,2,American_alligator,Sealyham_terrier,1095,0.2
ViT,n03014705,n03425413,False,2,chest,gas_pump,1123,0.2
ViT,n03014705,n03444034,False,2,chest,go-kart,1123,0.2
ViT,n03014705,n03127747,False,2,chest,crash_helmet,1123,0.2
ViT,n04557648,n03000247,False,2,water_bottle,chain_mail,1196,0.2
CNN,n02769748,n02979186,False,2,backpack,cassette_player,2053,0.1
ViT,n04557648,n03095699,False,2,water_bottle,container_ship,1196,0.2
ViT,n04557648,n02951585,False,2,water_bottle,can_opener,1196,0.2
CNN,n02769748,n03032252,False,2,backpack,cinema,2053,0.1
CNN,n02769748,n02963159,False,2,backpack,cardigan,2053,0.1
CNN,n03770439,n04310018,False,2,miniskirt,steam_locomotive,1858,0.1
CNN,n03770439,n04370456,True,2,miniskirt,sweatshirt,1858,0.1
CNN,n03770439,n03742115,False,2,miniskirt,medicine_chest,1858,0.1
CNN,n03770439,n03763968,True,2,miniskirt,military_uniform,1858,0.1
CNN,n03770439,n03775071,True,2,miniskirt,mitten,1858,0.1
ViT,n04200800,n01616318,False,2,shoe_shop,vulture,1096,0.2
ViT,n04200800,n01675722,False,2,shoe_shop,banded_gecko,1096,0.2
ViT,n04200800,n02074367,False,2,shoe_shop,dugong,1096,0.2
ViT,n04200800,n01768244,False,2,shoe_shop,trilobite,1096,0.2
ViT,n04200800,n01770393,False,2,shoe_shop,scorpion,1096,0.2
ViT,n01698640,n02497673,False,2,American_alligator,Madagascar_cat,1095,0.2
ViT,n01698640,n02500267,False,2,American_alligator,indri,1095,0.2
CNN,n03770439,n03630383,True,2,miniskirt,lab_coat,1858,0.1
CNN,n03770439,n03637318,False,2,miniskirt,lampshade,1858,0.1
CNN,n03770439,n03680355,True,2,miniskirt,Loafer,1858,0.1
CNN,n03770439,n03720891,False,2,miniskirt,maraca,1858,0.1
CNN,n03770439,n03721384,False,2,miniskirt,marimba,1858,0.1
CNN,n03770439,n03733131,False,2,miniskirt,maypole,1858,0.1
ViT,n01698640,n03124170,False,2,American_alligator,cowboy_hat,1095,0.2
ViT,n01698640,n03126707,False,2,American_alligator,crane,1095,0.2
ViT,n01698640,n02504013,False,2,American_alligator,Indian_elephant,1095,0.2
ViT,n01698640,n02514041,False,2,American_alligator,barracouta,1095,0.2
ViT,n01698640,n02483708,False,2,American_alligator,siamang,1095,0.2
ViT,n01698640,n02486261,False,2,American_alligator,patas,1095,0.2
ViT,n01698640,n02655020,False,2,American_alligator,puffer,1095,0.2
ViT,n01698640,n02782093,False,2,American_alligator,balloon,1095,0.2
CNN,n03770439,n04275548,False,2,miniskirt,spider_web,1858,0.1
CNN,n03770439,n04192698,False,2,miniskirt,shield,1858,0.1
ViT,n01698640,n02109961,False,2,American_alligator,Eskimo_dog,1095,0.2
ViT,n01698640,n02132136,False,2,American_alligator,brown_bear,1095,0.2
ViT,n01698640,n02112018,False,2,American_alligator,Pomeranian,1095,0.2
ViT,n01698640,n02417914,False,2,American_alligator,ibex,1095,0.2
ViT,n01698640,n02443114,False,2,American_alligator,polecat,1095,0.2
ViT,n01698640,n02443484,False,2,American_alligator,black-footed_ferret,1095,0.2
ViT,n03014705,n02814860,False,2,chest,beacon,1123,0.2
ViT,n01698640,n02840245,False,2,American_alligator,binder,1095,0.2
ViT,n03014705,n02939185,True,2,chest,caldron,1123,0.2
ViT,n03014705,n02963159,False,2,chest,cardigan,1123,0.2
ViT,n01698640,n03127747,False,2,American_alligator,crash_helmet,1095,0.2
ViT,n01698640,n03218198,False,2,American_alligator,dogsled,1095,0.2
CNN,n03770439,n03062245,False,2,miniskirt,cocktail_shaker,1858,0.1
CNN,n03770439,n03063689,False,2,miniskirt,coffeepot,1858,0.1
ViT,n01698640,n02536864,False,2,American_alligator,coho,1095,0.2
ViT,n03014705,n02823750,True,2,chest,beer_glass,1123,0.2
ViT,n03014705,n02808304,False,2,chest,bath_towel,1123,0.2
ViT,n01698640,n03788365,False,2,American_alligator,mosquito_net,1095,0.2
ViT,n01698640,n03791053,False,2,American_alligator,motor_scooter,1095,0.2
ViT,n03014705,n02877765,False,2,chest,bottlecap,1123,0.2
ViT,n03014705,n02910353,False,2,chest,buckle,1123,0.2
ViT,n03014705,n02808440,True,2,chest,bathtub,1123,0.2
ViT,n04200800,n02123394,False,2,shoe_shop,Persian_cat,1096,0.2
CNN,n03770439,n03584829,False,2,miniskirt,iron,1858,0.1
CNN,n03770439,n03590841,False,2,miniskirt,jack-o'-lantern,1858,0.1
CNN,n03770439,n04141975,False,2,miniskirt,scale,1858,0.1
CNN,n03770439,n04162706,True,2,miniskirt,seat_belt,1858,0.1
CNN,n03770439,n04033901,False,2,miniskirt,quill,1858,0.1
CNN,n03770439,n03627232,False,2,miniskirt,knot,1858,0.1
ViT,n03014705,n02978881,True,2,chest,cassette,1123,0.2
ViT,n04200800,n01776313,False,2,shoe_shop,tick,1096,0.2
CNN,n03770439,n03902125,False,2,miniskirt,pay-phone,1858,0.1
CNN,n03770439,n03384352,False,2,miniskirt,forklift,1858,0.1
CNN,n03770439,n03877472,True,2,miniskirt,pajama,1858,0.1
CNN,n03770439,n03483316,False,2,miniskirt,hand_blower,1858,0.1
CNN,n03770439,n03530642,False,2,miniskirt,honeycomb,1858,0.1
ViT,n04200800,n02112350,False,2,shoe_shop,keeshond,1096,0.2
ViT,n04200800,n02113624,False,2,shoe_shop,toy_poodle,1096,0.2
ViT,n01698640,n03444034,False,2,American_alligator,go-kart,1095,0.2
CNN,n01698640,n01914609,False,2,American_alligator,sea_anemone,1638,0.1
CNN,n03770439,n02795169,False,2,miniskirt,barrel,1858,0.1
CNN,n03770439,n02916936,False,2,miniskirt,bulletproof_vest,1858,0.1
CNN,n03770439,n02977058,False,2,miniskirt,cash_machine,1858,0.1
CNN,n03770439,n02823750,False,2,miniskirt,beer_glass,1858,0.1
ViT,n04200800,n02823428,False,2,shoe_shop,beer_bottle,1096,0.2
ViT,n04200800,n02790996,False,2,shoe_shop,barbell,1096,0.2
ViT,n01698640,n04153751,False,2,American_alligator,screw,1095,0.2
ViT,n01698640,n04209239,False,2,American_alligator,shower_curtain,1095,0.2
ViT,n03014705,n02408429,False,2,chest,water_buffalo,1123,0.2
ViT,n03014705,n02125311,False,2,chest,cougar,1123,0.2
ViT,n03014705,n02134418,False,2,chest,sloth_bear,1123,0.2
ViT,n03014705,n02233338,False,2,chest,cockroach,1123,0.2
ViT,n01698640,n03325584,False,2,American_alligator,feather_boa,1095,0.2
ViT,n01698640,n03347037,False,2,American_alligator,fire_screen,1095,0.2
CNN,n03770439,n02992211,False,2,miniskirt,cello,1858,0.1
CNN,n03770439,n03207941,False,2,miniskirt,dishwasher,1858,0.1
ViT,n01698640,n03047690,False,2,American_alligator,clog,1095,0.2
ViT,n01698640,n03110669,False,2,American_alligator,cornet,1095,0.2
ViT,n01698640,n03000134,False,2,American_alligator,chainlink_fence,1095,0.2
ViT,n03014705,n02114367,False,2,chest,timber_wolf,1123,0.2
ViT,n01698640,n04266014,False,2,American_alligator,space_shuttle,1095,0.2
ViT,n01698640,n04273569,False,2,American_alligator,speedboat,1095,0.2
CNN,n02769748,n03124043,False,2,backpack,cowboy_boot,2053,0.1
CNN,n02769748,n02992529,False,2,backpack,cellular_telephone,2053,0.1
CNN,n02769748,n03255030,False,2,backpack,dumbbell,2053,0.1
CNN,n02769748,n03710193,True,2,backpack,mailbox,2053,0.1
CNN,n02769748,n03710637,False,2,backpack,maillot,2053,0.1
CNN,n02769748,n03325584,False,2,backpack,feather_boa,2053,0.1
CNN,n02769748,n03188531,False,2,backpack,diaper,2053,0.1
CNN,n02769748,n03376595,False,2,backpack,folding_chair,2053,0.1
CNN,n01698640,n02091635,False,2,American_alligator,otterhound,1638,0.1
CNN,n01698640,n02028035,False,2,American_alligator,redshank,1638,0.1
CNN,n01698640,n02058221,False,2,American_alligator,albatross,1638,0.1
ViT,n01698640,n03794056,False,2,American_alligator,mousetrap,1095,0.2
ViT,n01698640,n03544143,False,2,American_alligator,hourglass,1095,0.2
ViT,n01698640,n03595614,False,2,American_alligator,jersey,1095,0.2
ViT,n02988304,n06596364,True,2,CD_player,comic_book,1217,0.2
ViT,n02988304,n04548362,False,2,CD_player,wallet,1217,0.2
CNN,n03770439,n02841315,False,2,miniskirt,binoculars,1858,0.1
CNN,n03770439,n02865351,True,2,miniskirt,bolo_tie,1858,0.1
CNN,n03770439,n02883205,True,2,miniskirt,bow_tie,1858,0.1
CNN,n01698640,n01955084,False,2,American_alligator,chiton,1638,0.1
CNN,n01698640,n02231487,False,2,American_alligator,walking_stick,1638,0.1
CNN,n01698640,n02123045,False,2,American_alligator,tabby,1638,0.1
CNN,n01698640,n02011460,False,2,American_alligator,bittern,1638,0.1
CNN,n01698640,n02134418,False,2,American_alligator,sloth_bear,1638,0.1
CNN,n03770439,n02113799,False,2,miniskirt,standard_poodle,1858,0.1
CNN,n03770439,n02123597,False,2,miniskirt,Siamese_cat,1858,0.1
ViT,n04200800,n02927161,True,2,shoe_shop,butcher_shop,1096,0.2
ViT,n04200800,n02823750,False,2,shoe_shop,beer_glass,1096,0.2
CNN,n03770439,n02422699,False,2,miniskirt,impala,1858,0.1
ViT,n04200800,n03000247,False,2,shoe_shop,chain_mail,1096,0.2
CNN,n03770439,n02669723,True,2,miniskirt,academic_gown,1858,0.1
CNN,n03770439,n02787622,False,2,miniskirt,banjo,1858,0.1
CNN,n03770439,n02892201,False,2,miniskirt,brass,1858,0.1
ViT,n04200800,n02699494,True,2,shoe_shop,altar,1096,0.2
ViT,n04200800,n02328150,False,2,shoe_shop,Angora,1096,0.2
ViT,n04200800,n02454379,False,2,shoe_shop,armadillo,1096,0.2
ViT,n04200800,n02233338,False,2,shoe_shop,cockroach,1096,0.2
CNN,n03770439,n03041632,False,2,miniskirt,cleaver,1858,0.1
ViT,n04200800,n02606052,False,2,shoe_shop,rock_beauty,1096,0.2
ViT,n04200800,n02667093,False,2,shoe_shop,abaya,1096,0.2
CNN,n03770439,n02094433,False,2,miniskirt,Yorkshire_terrier,1858,0.1
CNN,n03770439,n02096051,False,2,miniskirt,Airedale,1858,0.1
ViT,n04200800,n03127925,False,2,shoe_shop,crate,1096,0.2
CNN,n03770439,n02110341,False,2,miniskirt,dalmatian,1858,0.1
CNN,n03770439,n02110958,False,2,miniskirt,pug,1858,0.1
CNN,n03770439,n02106550,False,2,miniskirt,Rottweiler,1858,0.1
CNN,n03770439,n02107574,False,2,miniskirt,Greater_Swiss_Mountain_dog,1858,0.1
CNN,n03770439,n02109047,False,2,miniskirt,Great_Dane,1858,0.1
ViT,n02988304,n04335435,False,2,CD_player,streetcar,1217,0.2
ViT,n04200800,n02939185,False,2,shoe_shop,caldron,1096,0.2
ViT,n04200800,n02965783,False,2,shoe_shop,car_mirror,1096,0.2
ViT,n04200800,n03223299,False,2,shoe_shop,doormat,1096,0.2
ViT,n04200800,n03250847,False,2,shoe_shop,drumstick,1096,0.2
ViT,n04200800,n03109150,False,2,shoe_shop,corkscrew,1096,0.2
ViT,n04200800,n03110669,False,2,shoe_shop,cornet,1096,0.2
CNN,n03770439,n02094258,False,2,miniskirt,Norwich_terrier,1858,0.1
ViT,n03014705,n01667778,False,2,chest,terrapin,1123,0.2
ViT,n03014705,n01675722,False,2,chest,banded_gecko,1123,0.2
ViT,n02988304,n10565667,False,2,CD_player,scuba_diver,1217,0.2
ViT,n01698640,n04067472,False,2,American_alligator,reel,1095,0.2
ViT,n01698640,n03903868,False,2,American_alligator,pedestal,1095,0.2
ViT,n01698640,n03998194,False,2,American_alligator,prayer_rug,1095,0.2
ViT,n03014705,n01776313,False,2,chest,tick,1123,0.2
ViT,n02988304,n04326547,False,2,CD_player,stone_wall,1217,0.2
ViT,n02988304,n04501370,False,2,CD_player,turnstile,1217,0.2
ViT,n02988304,n15075141,False,2,CD_player,toilet_tissue,1217,0.2
ViT,n03014705,n01498041,False,2,chest,stingray,1123,0.2
ViT,n03014705,n01630670,False,2,chest,common_newt,1123,0.2
ViT,n02988304,n09472597,False,2,CD_player,volcano,1217,0.2
ViT,n03014705,n01873310,False,2,chest,platypus,1123,0.2
ViT,n03014705,n01910747,False,2,chest,jellyfish,1123,0.2
ViT,n03014705,n01665541,False,2,chest,leatherback_turtle,1123,0.2
ViT,n04200800,n03345487,False,2,shoe_shop,fire_engine,1096,0.2
ViT,n04200800,n03538406,False,2,shoe_shop,horse_cart,1096,0.2
ViT,n04200800,n03476684,False,2,shoe_shop,hair_slide,1096,0.2
ViT,n04200800,n03376595,False,2,shoe_shop,folding_chair,1096,0.2
ViT,n04200800,n03379051,False,2,shoe_shop,football_helmet,1096,0.2
CNN,n03770439,n01873310,False,2,miniskirt,platypus,1858,0.1
ViT,n04200800,n03476991,False,2,shoe_shop,hair_spray,1096,0.2
CNN,n03770439,n02092339,False,2,miniskirt,Weimaraner,1858,0.1
ViT,n01698640,n07749582,False,2,American_alligator,lemon,1095,0.2
ViT,n01729322,n01484850,False,2,hognose_snake,great_white_shark,1176,0.2
ViT,n01729322,n01614925,False,2,hognose_snake,bald_eagle,1176,0.2
ViT,n01729322,n01990800,False,2,hognose_snake,isopod,1176,0.2
ViT,n01729322,n02002724,False,2,hognose_snake,black_stork,1176,0.2
ViT,n04200800,n03417042,False,2,shoe_shop,garbage_truck,1096,0.2
ViT,n04200800,n03272010,False,2,shoe_shop,electric_guitar,1096,0.2
ViT,n04200800,n03337140,False,2,shoe_shop,file,1096,0.2
ViT,n02988304,n04357314,False,2,CD_player,sunscreen,1217,0.2
ViT,n01698640,n09246464,False,2,American_alligator,cliff,1095,0.2
ViT,n01698640,n04330267,False,2,American_alligator,stove,1095,0.2
ViT,n01698640,n04371774,False,2,American_alligator,swing,1095,0.2
ViT,n02988304,n04423845,False,2,CD_player,thimble,1217,0.2
ViT,n02988304,n04548280,True,2,CD_player,wall_clock,1217,0.2
ViT,n01698640,n09256479,False,2,American_alligator,coral_reef,1095,0.2
ViT,n01698640,n11939491,False,2,American_alligator,daisy,1095,0.2
CNN,n03770439,n02100583,False,2,miniskirt,vizsla,1858,0.1
ViT,n04200800,n02840245,False,2,shoe_shop,binder,1096,0.2
ViT,n04200800,n02879718,False,2,shoe_shop,bow,1096,0.2
ViT,n04200800,n02797295,False,2,shoe_shop,barrow,1096,0.2
ViT,n02988304,n04270147,False,2,CD_player,spatula,1217,0.2
ViT,n02988304,n04429376,False,2,CD_player,throne,1217,0.2
ViT,n02988304,n04467665,False,2,CD_player,trailer_truck,1217,0.2
ViT,n02988304,n04487394,False,2,CD_player,trombone,1217,0.2
CNN,n01698640,n01855672,False,2,American_alligator,goose,1638,0.1
CNN,n01698640,n01944390,False,2,American_alligator,snail,1638,0.1
CNN,n01698640,n01978287,False,2,American_alligator,Dungeness_crab,1638,0.1
CNN,n01698640,n01980166,False,2,American_alligator,fiddler_crab,1638,0.1
ViT,n04200800,n04023962,False,2,shoe_shop,punching_bag,1096,0.2
ViT,n04200800,n04037443,False,2,shoe_shop,racer,1096,0.2
ViT,n04200800,n03920288,False,2,shoe_shop,Petri_dish,1096,0.2
ViT,n04200800,n03942813,False,2,shoe_shop,ping-pong_ball,1096,0.2
ViT,n04557648,n02791270,False,2,water_bottle,barbershop,1196,0.2
ViT,n04557648,n02799071,False,2,water_bottle,baseball,1196,0.2
ViT,n04557648,n02807133,False,2,water_bottle,bathing_cap,1196,0.2
ViT,n04200800,n03877845,True,2,shoe_shop,palace,1096,0.2
ViT,n04200800,n03884397,False,2,shoe_shop,panpipe,1096,0.2
ViT,n01729322,n01677366,True,2,hognose_snake,common_iguana,1176,0.2
ViT,n01729322,n01687978,True,2,hognose_snake,agama,1176,0.2
CNN,n01698640,n01677366,True,2,American_alligator,common_iguana,1638,0.1
CNN,n03742115,n11879895,False,2,medicine_chest,rapeseed,1884,0.1
CNN,n03770439,n01530575,False,2,miniskirt,brambling,1858,0.1
CNN,n03742115,n07565083,False,2,medicine_chest,menu,1884,0.1
ViT,n04557648,n02840245,False,2,water_bottle,binder,1196,0.2
CNN,n02769748,n03447447,False,2,backpack,gondola,2053,0.1
CNN,n02769748,n03447721,False,2,backpack,gong,2053,0.1
ViT,n04557648,n02787622,False,2,water_bottle,banjo,1196,0.2
ViT,n04557648,n02788148,False,2,water_bottle,bannister,1196,0.2
CNN,n03770439,n02085936,False,2,miniskirt,Maltese_dog,1858,0.1
ViT,n04200800,n03065424,True,2,shoe_shop,coil,1096,0.2
ViT,n04200800,n03623198,False,2,shoe_shop,knee_pad,1096,0.2
ViT,n04200800,n03642806,False,2,shoe_shop,laptop,1096,0.2
CNN,n03770439,n02091032,False,2,miniskirt,Italian_greyhound,1858,0.1
ViT,n04200800,n03690938,False,2,shoe_shop,lotion,1096,0.2
ViT,n04200800,n03787032,False,2,shoe_shop,mortarboard,1096,0.2
ViT,n04200800,n03803284,False,2,shoe_shop,muzzle,1096,0.2
ViT,n01729322,n01770393,False,2,hognose_snake,scorpion,1176,0.2
ViT,n02988304,n04228054,True,2,CD_player,ski,1217,0.2
ViT,n02988304,n04258138,True,2,CD_player,solar_dish,1217,0.2
ViT,n02988304,n04131690,False,2,CD_player,saltshaker,1217,0.2
ViT,n01729322,n01950731,False,2,hognose_snake,sea_slug,1176,0.2
ViT,n01729322,n01955084,False,2,hognose_snake,chiton,1176,0.2
ViT,n01729322,n01795545,False,2,hognose_snake,black_grouse,1176,0.2
ViT,n02988304,n03942813,False,2,CD_player,ping-pong_ball,1217,0.2
CNN,n03742115,n03461385,False,2,medicine_chest,grocery_store,1884,0.1
CNN,n03742115,n03773504,False,2,medicine_chest,missile,1884,0.1
CNN,n03742115,n03775071,False,2,medicine_chest,mitten,1884,0.1
CNN,n03742115,n03887697,False,2,medicine_chest,paper_towel,1884,0.1
ViT,n04200800,n04266014,False,2,shoe_shop,space_shuttle,1096,0.2
ViT,n02988304,n04286575,True,2,CD_player,spotlight,1217,0.2
ViT,n02988304,n04067472,True,2,CD_player,reel,1217,0.2
ViT,n02988304,n04086273,False,2,CD_player,revolver,1217,0.2
CNN,n03742115,n03930313,False,2,medicine_chest,picket_fence,1884,0.1
CNN,n03742115,n04074963,False,2,medicine_chest,remote_control,1884,0.1
CNN,n03742115,n03982430,False,2,medicine_chest,pool_table,1884,0.1
CNN,n03742115,n04125021,False,2,medicine_chest,safe,1884,0.1
CNN,n03742115,n04152593,False,2,medicine_chest,screen,1884,0.1
CNN,n03742115,n04009552,False,2,medicine_chest,projector,1884,0.1
ViT,n04200800,n03888257,False,2,shoe_shop,parachute,1096,0.2
ViT,n04200800,n03902125,False,2,shoe_shop,pay-phone,1096,0.2
CNN,n03742115,n04228054,False,2,medicine_chest,ski,1884,0.1
ViT,n04200800,n03970156,False,2,shoe_shop,plunger,1096,0.2
CNN,n03742115,n04357314,False,2,medicine_chest,sunscreen,1884,0.1
CNN,n03770439,n01739381,False,2,miniskirt,vine_snake,1858,0.1
CNN,n03770439,n01753488,False,2,miniskirt,horned_viper,1858,0.1
CNN,n03770439,n01630670,False,2,miniskirt,common_newt,1858,0.1
CNN,n03742115,n04562935,False,2,medicine_chest,water_tower,1884,0.1
CNN,n03742115,n04435653,False,2,medicine_chest,tile_roof,1884,0.1
CNN,n03742115,n03126707,False,2,medicine_chest,crane,1884,0.1
CNN,n03742115,n02978881,False,2,medicine_chest,cassette,1884,0.1
ViT,n04200800,n04399382,False,2,shoe_shop,teddy,1096,0.2
CNN,n03742115,n03201208,True,2,medicine_chest,dining_table,1884,0.1
CNN,n03742115,n03026506,False,2,medicine_chest,Christmas_stocking,1884,0.1
ViT,n04200800,n04429376,False,2,shoe_shop,throne,1096,0.2
ViT,n04200800,n04356056,False,2,shoe_shop,sunglasses,1096,0.2
ViT,n04200800,n04367480,False,2,shoe_shop,swab,1096,0.2
ViT,n02988304,n03961711,False,2,CD_player,plate_rack,1217,0.2
ViT,n02988304,n03920288,False,2,CD_player,Petri_dish,1217,0.2
ViT,n01729322,n02018795,False,2,hognose_snake,bustard,1176,0.2
ViT,n02988304,n04037443,False,2,CD_player,racer,1217,0.2
ViT,n02988304,n04040759,True,2,CD_player,radiator,1217,0.2
ViT,n02988304,n04065272,False,2,CD_player,recreational_vehicle,1217,0.2
ViT,n02988304,n03724870,False,2,CD_player,mask,1217,0.2
